,Prosumer 1,Prosumer 2,Generator
0,-0.05,-0.05,0.10244915036719249
1,-0.07,-0.07,0.14428271863744158
2,0.0,0.0,0.0005999878057991737
3,-0.03,-0.03,0.06125577332568355
4,-0.02,-0.02,0.040889313314892206
